season,fixture_id,round,date,status,home_team,home_goals,away_goals,away_team
2022,837992,Regular Season - 1,2022-04-09T19:30:00+00:00,FT,Fluminense,0,0,Santos
2022,837998,Regular Season - 1,2022-04-09T22:00:00+00:00,FT,Atletico Goianiense,1,1,Flamengo
2022,837994,Regular Season - 1,2022-04-10T00:00:00+00:00,FT,Palmeiras,2,3,Ceara
2022,838000,Regular Season - 1,2022-04-10T14:00:00+00:00,FT,Coritiba,3,0,Goias
2022,837995,Regular Season - 1,2022-04-10T19:00:00+00:00,FT,Botafogo,1,3,Corinthians
2022,837991,Regular Season - 1,2022-04-10T19:00:00+00:00,FT,Atletico-MG,2,0,Internacional
2022,837997,Regular Season - 1,2022-04-10T21:00:00+00:00,FT,Fortaleza EC,0,1,Cuiaba
2022,837993,Regular Season - 1,2022-04-10T22:00:00+00:00,FT,Sao Paulo,4,0,Atletico Paranaense
2022,837999,Regular Season - 1,2022-04-10T22:00:00+00:00,FT,Avai,1,0,America Mineiro
2022,837996,Regular Season - 1,2022-04-11T23:00:00+00:00,FT,Juventude,2,2,RB Bragantino
2022,838008,Regular Season - 2,2022-04-16T19:30:00+00:00,FT,Goias,1,1,Palmeiras
2022,838001,Regular Season - 2,2022-04-16T22:00:00+00:00,FT,America Mineiro,4,1,Juventude
2022,838004,Regular Season - 2,2022-04-16T22:00:00+00:00,FT,Corinthians,3,0,Avai
2022,838009,Regular Season - 2,2022-04-17T00:00:00+00:00,FT,Cuiaba,0,1,Fluminense
2022,838005,Regular Season - 2,2022-04-17T14:00:00+00:00,FT,Santos,2,1,Coritiba
2022,838002,Regular Season - 2,2022-04-17T19:00:00+00:00,FT,Flamengo,3,1,Sao Paulo
2022,838006,Regular Season - 2,2022-04-17T21:00:00+00:00,FT,Internacional,2,1,Fortaleza EC
2022,838010,Regular Season - 2,2022-04-17T21:00:00+00:00,FT,Atletico Paranaense,0,1,Atletico-MG
2022,838003,Regular Season - 2,2022-04-17T21:00:00+00:00,FT,RB Bragantino,4,0,Atletico Goianiense
2022,838007,Regular Season - 2,2022-04-17T22:00:00+00:00,FT,Ceara,1,3,Botafogo
2022,838022,Regular Season - 4,2022-04-20T22:30:00+00:00,FT,Flamengo,0,0,Palmeiras
2022,838020,Regular Season - 3,2022-04-23T19:30:00+00:00,FT,Atletico Paranaense,1,0,Flamengo
2022,838013,Regular Season - 3,2022-04-23T19:30:00+00:00,FT,RB Bragantino,1,1,Sao Paulo
2022,838014,Regular Season - 3,2022-04-23T22:00:00+00:00,FT,Palmeiras,3,0,Corinthians
2022,838012,Regular Season - 3,2022-04-23T22:00:00+00:00,FT,Fluminense,0,1,Internacional
2022,838011,Regular Season - 3,2022-04-24T00:00:00+00:00,FT,Atletico-MG,2,2,Coritiba
2022,838015,Regular Season - 3,2022-04-24T19:00:00+00:00,FT,Santos,3,0,America Mineiro
2022,838016,Regular Season - 3,2022-04-24T21:00:00+00:00,FT,Juventude,0,1,Cuiaba
2022,838018,Regular Season - 3,2022-04-24T21:30:00+00:00,FT,Atletico Goianiense,1,1,Botafogo
2022,838019,Regular Season - 3,2022-04-25T23:00:00+00:00,FT,Avai,3,2,Goias
2022,838021,Regular Season - 4,2022-04-30T19:30:00+00:00,FT,America Mineiro,1,0,Atletico Paranaense
2022,838027,Regular Season - 4,2022-04-30T19:30:00+00:00,FT,Ceara,0,1,RB Bragantino
2022,838028,Regular Season - 4,2022-04-30T21:30:00+00:00,FT,Goias,2,2,Atletico-MG
2022,838029,Regular Season - 4,2022-04-30T22:00:00+00:00,FT,Cuiaba,1,1,Atletico Goianiense
2022,838025,Regular Season - 4,2022-05-01T14:00:00+00:00,FT,Botafogo,1,1,Juventude
2022,838024,Regular Season - 4,2022-05-01T19:00:00+00:00,FT,Corinthians,1,0,Fortaleza EC
2022,838030,Regular Season - 4,2022-05-01T19:00:00+00:00,FT,Coritiba,3,2,Fluminense
2022,838026,Regular Season - 4,2022-05-01T22:00:00+00:00,FT,Internacional,0,0,Avai
2022,838023,Regular Season - 4,2022-05-02T23:00:00+00:00,FT,Sao Paulo,2,1,Santos
2022,838031,Regular Season - 5,2022-05-07T19:30:00+00:00,FT,Atletico-MG,1,2,America Mineiro
2022,838040,Regular Season - 5,2022-05-07T23:30:00+00:00,FT,Atletico Paranaense,1,0,Ceara
2022,838032,Regular Season - 5,2022-05-08T14:00:00+00:00,FT,Flamengo,0,1,Botafogo
2022,838034,Regular Season - 5,2022-05-08T19:00:00+00:00,FT,Palmeiras,1,1,Fluminense
2022,838038,Regular Season - 5,2022-05-08T19:00:00+00:00,FT,Atletico Goianiense,0,1,Goias
2022,838035,Regular Season - 5,2022-05-08T21:00:00+00:00,FT,Santos,4,1,Cuiaba
2022,838033,Regular Season - 5,2022-05-08T21:00:00+00:00,FT,RB Bragantino,0,1,Corinthians
2022,838036,Regular Season - 5,2022-05-08T22:00:00+00:00,FT,Juventude,1,1,Internacional
2022,838037,Regular Season - 5,2022-05-08T22:00:00+00:00,FT,Fortaleza EC,1,1,Sao Paulo
2022,838039,Regular Season - 5,2022-05-09T23:00:00+00:00,FT,Avai,2,1,Coritiba
2022,838053,Regular Season - 7,2022-05-11T23:30:00+00:00,FT,RB Bragantino,1,1,Atletico-MG
2022,838044,Regular Season - 6,2022-05-14T19:30:00+00:00,FT,Palmeiras,2,0,RB Bragantino
2022,838047,Regular Season - 6,2022-05-14T19:30:00+00:00,FT,Ceara,2,2,Flamengo
2022,838046,Regular Season - 6,2022-05-14T22:00:00+00:00,FT,Internacional,2,2,Corinthians
2022,838041,Regular Season - 6,2022-05-14T22:00:00+00:00,FT,Atletico-MG,2,0,Atletico Goianiense
2022,838042,Regular Season - 6,2022-05-15T00:00:00+00:00,FT,Fluminense,2,1,Atletico Paranaense
2022,838043,Regular Season - 6,2022-05-15T19:00:00+00:00,FT,Sao Paulo,2,1,Cuiaba
2022,838050,Regular Season - 6,2022-05-15T20:30:00+00:00,FT,Coritiba,1,0,America Mineiro
2022,838045,Regular Season - 6,2022-05-15T21:00:00+00:00,FT,Botafogo,3,1,Fortaleza EC
2022,838049,Regular Season - 6,2022-05-15T21:00:00+00:00,FT,Avai,1,2,Juventude
2022,838048,Regular Season - 6,2022-05-15T22:00:00+00:00,FT,Goias,1,0,Santos
2022,838052,Regular Season - 7,2022-05-21T19:30:00+00:00,FT,Flamengo,1,0,Goias
2022,838058,Regular Season - 7,2022-05-21T19:30:00+00:00,FT,Atletico Goianiense,2,0,Coritiba
2022,838055,Regular Season - 7,2022-05-21T21:30:00+00:00,FT,Santos,0,0,Ceara
2022,838056,Regular Season - 7,2022-05-21T22:00:00+00:00,FT,Juventude,0,3,Palmeiras
2022,838051,Regular Season - 7,2022-05-22T00:00:00+00:00,FT,America Mineiro,1,1,Botafogo
2022,838059,Regular Season - 7,2022-05-22T00:00:00+00:00,FT,Cuiaba,1,1,Internacional
2022,838054,Regular Season - 7,2022-05-22T19:00:00+00:00,FT,Corinthians,1,1,Sao Paulo
2022,838057,Regular Season - 7,2022-05-22T19:00:00+00:00,FT,Fortaleza EC,0,1,Fluminense
2022,838060,Regular Season - 7,2022-05-22T22:00:00+00:00,FT,Atletico Paranaense,2,1,Avai
2022,838068,Regular Season - 8,2022-05-28T19:30:00+00:00,FT,Goias,1,1,RB Bragantino
2022,838063,Regular Season - 8,2022-05-28T22:00:00+00:00,FT,Sao Paulo,2,2,Ceara
2022,838067,Regular Season - 8,2022-05-28T23:30:00+00:00,FT,Fortaleza EC,1,1,Juventude
2022,838065,Regular Season - 8,2022-05-29T19:00:00+00:00,FT,Santos,0,1,Palmeiras
2022,838070,Regular Season - 8,2022-05-29T19:00:00+00:00,FT,Coritiba,1,0,Botafogo
2022,838062,Regular Season - 8,2022-05-29T21:00:00+00:00,FT,Fluminense,1,2,Flamengo
2022,838064,Regular Season - 8,2022-05-29T21:00:00+00:00,FT,Corinthians,1,1,America Mineiro
2022,838069,Regular Season - 8,2022-05-29T21:00:00+00:00,FT,Cuiaba,0,1,Atletico Paranaense
2022,838061,Regular Season - 8,2022-05-29T22:00:00+00:00,FT,Atletico-MG,2,1,Avai
2022,838066,Regular Season - 8,2022-05-30T23:00:00+00:00,FT,Internacional,1,1,Atletico Goianiense
2022,838017,Regular Season - 3,2022-06-01T23:30:00+00:00,FT,Fortaleza EC,0,1,Ceara
2022,838071,Regular Season - 9,2022-06-04T19:30:00+00:00,FT,America Mineiro,2,1,Cuiaba
2022,838077,Regular Season - 9,2022-06-04T22:00:00+00:00,FT,Ceara,1,1,Coritiba
2022,838080,Regular Season - 9,2022-06-04T22:00:00+00:00,FT,Atletico Paranaense,2,2,Santos
2022,838079,Regular Season - 9,2022-06-04T22:00:00+00:00,FT,Avai,1,1,Sao Paulo
2022,838078,Regular Season - 9,2022-06-04T23:30:00+00:00,FT,Atletico Goianiense,0,1,Corinthians
2022,838076,Regular Season - 9,2022-06-05T14:00:00+00:00,FT,Juventude,1,0,Fluminense
2022,838074,Regular Season - 9,2022-06-05T19:00:00+00:00,FT,Palmeiras,0,0,Atletico-MG
2022,838072,Regular Season - 9,2022-06-05T19:00:00+00:00,FT,Flamengo,1,2,Fortaleza EC
2022,838073,Regular Season - 9,2022-06-05T22:00:00+00:00,FT,RB Bragantino,0,2,Internacional
2022,838075,Regular Season - 9,2022-06-06T23:00:00+00:00,FT,Botafogo,1,2,Goias
2022,838089,Regular Season - 10,2022-06-08T00:30:00+00:00,FT,Cuiaba,1,0,Corinthians
2022,838081,Regular Season - 10,2022-06-08T22:00:00+00:00,FT,America Mineiro,0,2,Ceara
2022,838086,Regular Season - 10,2022-06-08T22:00:00+00:00,FT,Juventude,1,3,Atletico Paranaense
2022,838088,Regular Season - 10,2022-06-08T23:30:00+00:00,FT,Atletico Goianiense,2,1,Avai
2022,838083,Regular Season - 10,2022-06-08T23:30:00+00:00,FT,RB Bragantino,1,0,Flamengo
2022,838082,Regular Season - 10,2022-06-09T00:30:00+00:00,FT,Fluminense,5,3,Atletico-MG
2022,838085,Regular Season - 10,2022-06-09T00:30:00+00:00,FT,Santos,1,1,Internacional
2022,838084,Regular Season - 10,2022-06-09T22:00:00+00:00,FT,Palmeiras,4,0,Botafogo
2022,838090,Regular Season - 10,2022-06-09T23:00:00+00:00,FT,Coritiba,1,1,Sao Paulo
2022,838087,Regular Season - 10,2022-06-09T23:00:00+00:00,FT,Fortaleza EC,1,1,Goias
2022,838094,Regular Season - 11,2022-06-11T19:30:00+00:00,FT,Corinthians,2,0,Juventude
2022,838092,Regular Season - 11,2022-06-11T22:00:00+00:00,FT,Fluminense,0,2,Atletico Goianiense
2022,838091,Regular Season - 11,2022-06-11T22:00:00+00:00,FT,Atletico-MG,1,1,Santos
2022,838099,Regular Season - 11,2022-06-11T22:00:00+00:00,FT,Cuiaba,1,1,RB Bragantino
2022,838096,Regular Season - 11,2022-06-12T00:00:00+00:00,FT,Internacional,3,1,Flamengo
2022,838093,Regular Season - 11,2022-06-12T19:00:00+00:00,FT,Sao Paulo,1,0,America Mineiro
2022,838098,Regular Season - 11,2022-06-12T19:00:00+00:00,FT,Goias,1,1,Ceara
2022,838100,Regular Season - 11,2022-06-12T21:00:00+00:00,FT,Coritiba,0,2,Palmeiras
2022,838097,Regular Season - 11,2022-06-12T22:00:00+00:00,FT,Fortaleza EC,0,0,Atletico Paranaense
2022,838095,Regular Season - 11,2022-06-13T22:00:00+00:00,FT,Botafogo,0,1,Avai
2022,838106,Regular Season - 12,2022-06-15T00:30:00+00:00,FT,Juventude,1,2,Santos
2022,838107,Regular Season - 12,2022-06-15T22:00:00+00:00,FT,Ceara,0,0,Atletico-MG
2022,838103,Regular Season - 12,2022-06-15T22:00:00+00:00,FT,RB Bragantino,4,2,Coritiba
2022,838102,Regular Season - 12,2022-06-15T23:30:00+00:00,FT,Flamengo,2,0,Cuiaba
2022,838108,Regular Season - 12,2022-06-15T23:30:00+00:00,FT,Goias,1,2,Internacional
2022,838101,Regular Season - 12,2022-06-16T00:30:00+00:00,FT,America Mineiro,0,0,Fluminense
2022,838110,Regular Season - 12,2022-06-16T00:30:00+00:00,FT,Atletico Paranaense,1,1,Corinthians
2022,838105,Regular Season - 12,2022-06-16T19:00:00+00:00,FT,Botafogo,1,0,Sao Paulo
2022,838104,Regular Season - 12,2022-06-16T21:00:00+00:00,FT,Palmeiras,4,2,Atletico Goianiense
2022,838109,Regular Season - 12,2022-06-16T22:00:00+00:00,FT,Avai,3,2,Fortaleza EC
2022,838119,Regular Season - 13,2022-06-18T22:00:00+00:00,FT,Cuiaba,0,0,Ceara
2022,838115,Regular Season - 13,2022-06-19T00:00:00+00:00,FT,Santos,2,2,RB Bragantino
2022,838114,Regular Season - 13,2022-06-19T19:00:00+00:00,FT,Corinthians,1,0,Goias
2022,838120,Regular Season - 13,2022-06-19T19:00:00+00:00,FT,Coritiba,0,1,Atletico Paranaense
2022,838111,Regular Season - 13,2022-06-19T19:00:00+00:00,FT,Atletico-MG,2,0,Flamengo
2022,838116,Regular Season - 13,2022-06-19T21:00:00+00:00,FT,Internacional,2,3,Botafogo
2022,838118,Regular Season - 13,2022-06-19T21:00:00+00:00,FT,Atletico Goianiense,3,1,Juventude
2022,838117,Regular Season - 13,2022-06-19T21:00:00+00:00,FT,Fortaleza EC,1,0,America Mineiro
2022,838112,Regular Season - 13,2022-06-19T22:00:00+00:00,FT,Fluminense,2,0,Avai
2022,838113,Regular Season - 13,2022-06-20T23:00:00+00:00,FT,Sao Paulo,1,2,Palmeiras
2022,838126,Regular Season - 14,2022-06-25T00:30:00+00:00,FT,Internacional,3,0,Coritiba
2022,838130,Regular Season - 14,2022-06-25T19:30:00+00:00,FT,Atletico Paranaense,4,2,RB Bragantino
2022,838122,Regular Season - 14,2022-06-25T22:00:00+00:00,FT,Flamengo,3,0,America Mineiro
2022,838124,Regular Season - 14,2022-06-25T22:00:00+00:00,FT,Corinthians,0,0,Santos
2022,838121,Regular Season - 14,2022-06-26T00:00:00+00:00,FT,Atletico-MG,3,2,Fortaleza EC
2022,838125,Regular Season - 14,2022-06-26T19:00:00+00:00,FT,Botafogo,0,1,Fluminense
2022,838129,Regular Season - 14,2022-06-26T19:00:00+00:00,FT,Avai,2,2,Palmeiras
2022,838123,Regular Season - 14,2022-06-26T21:00:00+00:00,FT,Sao Paulo,0,0,Juventude
2022,838127,Regular Season - 14,2022-06-26T21:00:00+00:00,FT,Ceara,1,1,Atletico Goianiense
2022,838128,Regular Season - 14,2022-06-26T21:00:00+00:00,FT,Goias,1,0,Cuiaba
2022,838132,Regular Season - 15,2022-07-02T19:30:00+00:00,FT,Fluminense,4,0,Corinthians
2022,838136,Regular Season - 15,2022-07-02T19:30:00+00:00,FT,Juventude,1,2,Atletico-MG
2022,838135,Regular Season - 15,2022-07-02T22:00:00+00:00,FT,Santos,1,2,Flamengo
2022,838137,Regular Season - 15,2022-07-02T22:00:00+00:00,FT,Ceara,1,1,Internacional
2022,838134,Regular Season - 15,2022-07-03T00:00:00+00:00,FT,Palmeiras,0,2,Atletico Paranaense
2022,838139,Regular Season - 15,2022-07-03T14:00:00+00:00,FT,Avai,1,2,Cuiaba
2022,838138,Regular Season - 15,2022-07-03T19:00:00+00:00,FT,Atletico Goianiense,1,2,Sao Paulo
2022,838131,Regular Season - 15,2022-07-03T21:00:00+00:00,FT,America Mineiro,1,0,Goias
2022,838140,Regular Season - 15,2022-07-03T21:00:00+00:00,FT,Coritiba,2,1,Fortaleza EC
2022,838133,Regular Season - 15,2022-07-04T23:00:00+00:00,FT,RB Bragantino,0,1,Botafogo
2022,838143,Regular Season - 16,2022-07-09T19:30:00+00:00,FT,RB Bragantino,4,0,Avai
2022,838142,Regular Season - 16,2022-07-09T22:00:00+00:00,FT,Fluminense,2,1,Ceara
2022,838148,Regular Season - 16,2022-07-09T23:30:00+00:00,FT,Goias,2,1,Atletico Paranaense
2022,838150,Regular Season - 16,2022-07-10T14:00:00+00:00,FT,Coritiba,2,2,Juventude
2022,838144,Regular Season - 16,2022-07-10T19:00:00+00:00,FT,Corinthians,1,0,Flamengo
2022,838145,Regular Season - 16,2022-07-10T21:00:00+00:00,FT,Santos,1,0,Atletico Goianiense
2022,838147,Regular Season - 16,2022-07-10T21:00:00+00:00,FT,Fortaleza EC,0,0,Palmeiras
2022,838141,Regular Season - 16,2022-07-10T21:00:00+00:00,FT,Atletico-MG,0,0,Sao Paulo
2022,838149,Regular Season - 16,2022-07-10T22:00:00+00:00,FT,Cuiaba,2,0,Botafogo
2022,838146,Regular Season - 16,2022-07-11T23:00:00+00:00,FT,Internacional,1,0,America Mineiro
2022,838160,Regular Season - 17,2022-07-16T19:30:00+00:00,FT,Atletico Paranaense,0,0,Internacional
2022,838152,Regular Season - 17,2022-07-16T22:00:00+00:00,FT,Flamengo,2,0,Coritiba
2022,838159,Regular Season - 17,2022-07-16T22:00:00+00:00,FT,Avai,1,0,Santos
2022,838157,Regular Season - 17,2022-07-17T00:00:00+00:00,FT,Ceara,3,1,Corinthians
2022,838156,Regular Season - 17,2022-07-17T14:00:00+00:00,FT,Juventude,0,0,Goias
2022,838153,Regular Season - 17,2022-07-17T19:00:00+00:00,FT,Sao Paulo,2,2,Fluminense
2022,838155,Regular Season - 17,2022-07-17T21:00:00+00:00,FT,Botafogo,0,1,Atletico-MG
2022,838158,Regular Season - 17,2022-07-17T21:00:00+00:00,FT,Atletico Goianiense,0,1,Fortaleza EC
2022,838151,Regular Season - 17,2022-07-17T22:00:00+00:00,FT,America Mineiro,0,3,RB Bragantino
2022,838154,Regular Season - 17,2022-07-18T23:00:00+00:00,FT,Palmeiras,1,0,Cuiaba
2022,838167,Regular Season - 18,2022-07-20T00:30:00+00:00,FT,Ceara,1,0,Avai
2022,838168,Regular Season - 18,2022-07-20T22:00:00+00:00,FT,Goias,2,3,Fluminense
2022,838163,Regular Season - 18,2022-07-20T22:00:00+00:00,FT,RB Bragantino,2,1,Fortaleza EC
2022,838170,Regular Season - 18,2022-07-20T22:30:00+00:00,FT,Atletico Paranaense,4,1,Atletico Goianiense
2022,838166,Regular Season - 18,2022-07-20T23:30:00+00:00,FT,Internacional,3,3,Sao Paulo
2022,838162,Regular Season - 18,2022-07-20T23:30:00+00:00,FT,Flamengo,4,0,Juventude
2022,838165,Regular Season - 18,2022-07-21T00:30:00+00:00,FT,Santos,2,0,Botafogo
2022,838164,Regular Season - 18,2022-07-21T00:30:00+00:00,FT,Corinthians,3,1,Coritiba
2022,838169,Regular Season - 18,2022-07-21T22:00:00+00:00,FT,Cuiaba,1,1,Atletico-MG
2022,838161,Regular Season - 18,2022-07-21T23:00:00+00:00,FT,America Mineiro,0,1,Palmeiras
2022,838173,Regular Season - 19,2022-07-23T22:00:00+00:00,FT,Sao Paulo,3,3,Goias
2022,838175,Regular Season - 19,2022-07-24T00:00:00+00:00,FT,Botafogo,2,0,Atletico Paranaense
2022,838179,Regular Season - 19,2022-07-24T14:00:00+00:00,FT,Avai,1,2,Flamengo
2022,838174,Regular Season - 19,2022-07-24T19:00:00+00:00,FT,Palmeiras,2,1,Internacional
2022,838172,Regular Season - 19,2022-07-24T19:00:00+00:00,FT,Fluminense,2,1,RB Bragantino
2022,838176,Regular Season - 19,2022-07-24T19:00:00+00:00,FT,Juventude,1,0,Ceara
2022,838178,Regular Season - 19,2022-07-24T21:00:00+00:00,FT,Atletico Goianiense,0,1,America Mineiro
2022,838171,Regular Season - 19,2022-07-24T21:00:00+00:00,FT,Atletico-MG,1,2,Corinthians
2022,838177,Regular Season - 19,2022-07-24T22:00:00+00:00,FT,Fortaleza EC,0,0,Santos
2022,838180,Regular Season - 19,2022-07-25T23:00:00+00:00,FT,Coritiba,1,0,Cuiaba
2022,838187,Regular Season - 20,2022-07-30T19:30:00+00:00,FT,Ceara,1,2,Palmeiras
2022,838188,Regular Season - 20,2022-07-30T19:30:00+00:00,FT,Goias,1,0,Coritiba
2022,838184,Regular Season - 20,2022-07-30T22:00:00+00:00,FT,Corinthians,1,0,Botafogo
2022,838182,Regular Season - 20,2022-07-30T23:30:00+00:00,FT,Flamengo,4,1,Atletico Goianiense
2022,838186,Regular Season - 20,2022-07-31T19:00:00+00:00,FT,Internacional,3,0,Atletico-MG
2022,838190,Regular Season - 20,2022-07-31T19:00:00+00:00,FT,Atletico Paranaense,1,0,Sao Paulo
2022,838181,Regular Season - 20,2022-07-31T21:00:00+00:00,FT,America Mineiro,3,1,Avai
2022,838189,Regular Season - 20,2022-07-31T21:00:00+00:00,FT,Cuiaba,0,1,Fortaleza EC
2022,838183,Regular Season - 20,2022-07-31T22:00:00+00:00,FT,RB Bragantino,1,0,Juventude
2022,838185,Regular Season - 20,2022-08-01T23:00:00+00:00,FT,Santos,2,2,Fluminense
2022,838195,Regular Season - 21,2022-08-06T19:30:00+00:00,FT,Botafogo,1,1,Ceara
2022,838196,Regular Season - 21,2022-08-06T19:30:00+00:00,FT,Juventude,0,1,America Mineiro
2022,838198,Regular Season - 21,2022-08-06T22:00:00+00:00,FT,Atletico Goianiense,2,1,RB Bragantino
2022,838199,Regular Season - 21,2022-08-06T22:00:00+00:00,FT,Avai,1,1,Corinthians
2022,838193,Regular Season - 21,2022-08-06T23:30:00+00:00,FT,Sao Paulo,0,2,Flamengo
2022,838194,Regular Season - 21,2022-08-07T19:00:00+00:00,FT,Palmeiras,3,0,Goias
2022,838192,Regular Season - 21,2022-08-07T19:00:00+00:00,FT,Fluminense,1,0,Cuiaba
2022,838197,Regular Season - 21,2022-08-07T21:00:00+00:00,FT,Fortaleza EC,3,0,Internacional
2022,838191,Regular Season - 21,2022-08-07T22:00:00+00:00,FT,Atletico-MG,2,3,Atletico Paranaense
2022,838200,Regular Season - 21,2022-08-08T23:00:00+00:00,FT,Coritiba,1,2,Santos
2022,838208,Regular Season - 22,2022-08-13T19:30:00+00:00,FT,Goias,1,1,Avai
2022,838204,Regular Season - 22,2022-08-13T22:00:00+00:00,FT,Corinthians,0,1,Palmeiras
2022,838209,Regular Season - 22,2022-08-13T23:30:00+00:00,FT,Cuiaba,1,0,Juventude
2022,838205,Regular Season - 22,2022-08-14T00:00:00+00:00,FT,Botafogo,0,0,Atletico Goianiense
2022,838210,Regular Season - 22,2022-08-14T14:00:00+00:00,FT,Coritiba,0,1,Atletico-MG
2022,838203,Regular Season - 22,2022-08-14T19:00:00+00:00,FT,Sao Paulo,3,0,RB Bragantino
2022,838202,Regular Season - 22,2022-08-14T19:00:00+00:00,FT,Flamengo,5,0,Atletico Paranaense
2022,838207,Regular Season - 22,2022-08-14T19:00:00+00:00,FT,Ceara,0,1,Fortaleza EC
2022,838201,Regular Season - 22,2022-08-14T21:00:00+00:00,FT,America Mineiro,1,0,Santos
2022,838206,Regular Season - 22,2022-08-14T22:00:00+00:00,FT,Internacional,3,0,Fluminense
2022,838211,Regular Season - 23,2022-08-20T19:30:00+00:00,FT,Atletico-MG,0,1,Goias
2022,838212,Regular Season - 23,2022-08-20T22:00:00+00:00,FT,Fluminense,5,2,Coritiba
2022,838216,Regular Season - 23,2022-08-21T14:00:00+00:00,FT,Juventude,2,2,Botafogo
2022,838214,Regular Season - 23,2022-08-21T19:00:00+00:00,FT,Palmeiras,1,1,Flamengo
2022,838220,Regular Season - 23,2022-08-21T21:00:00+00:00,FT,Atletico Paranaense,1,1,America Mineiro
2022,838218,Regular Season - 23,2022-08-21T21:00:00+00:00,FT,Atletico Goianiense,1,1,Cuiaba
2022,838217,Regular Season - 23,2022-08-21T21:00:00+00:00,FT,Fortaleza EC,1,0,Corinthians
2022,838213,Regular Season - 23,2022-08-21T21:00:00+00:00,FT,RB Bragantino,1,1,Ceara
2022,838215,Regular Season - 23,2022-08-21T22:00:00+00:00,FT,Santos,1,0,Sao Paulo
