season,fixture_id,round,date,status,home_team,home_goals,away_goals,away_team
2022,838219,Regular Season - 23,2022-08-22T23:00:00+00:00,FT,Avai,0,1,Internacional
2022,838230,Regular Season - 24,2022-08-27T19:30:00+00:00,FT,Coritiba,1,0,Avai
2022,838228,Regular Season - 24,2022-08-27T19:30:00+00:00,FT,Goias,2,1,Atletico Goianiense
2022,838222,Regular Season - 24,2022-08-27T22:00:00+00:00,FT,Fluminense,1,1,Palmeiras
2022,838227,Regular Season - 24,2022-08-28T00:00:00+00:00,FT,Ceara,0,0,Atletico Paranaense
2022,838221,Regular Season - 24,2022-08-28T19:00:00+00:00,FT,America Mineiro,1,1,Atletico-MG
2022,838223,Regular Season - 24,2022-08-28T19:00:00+00:00,FT,Sao Paulo,0,1,Fortaleza EC
2022,838225,Regular Season - 24,2022-08-28T21:00:00+00:00,FT,Botafogo,0,1,Flamengo
2022,838229,Regular Season - 24,2022-08-28T21:00:00+00:00,FT,Cuiaba,0,0,Santos
2022,838226,Regular Season - 24,2022-08-29T23:00:00+00:00,FT,Internacional,4,0,Juventude
2022,838224,Regular Season - 24,2022-08-30T00:30:00+00:00,FT,Corinthians,1,0,RB Bragantino
2022,838236,Regular Season - 25,2022-09-03T19:30:00+00:00,FT,Juventude,1,1,Avai
2022,838240,Regular Season - 25,2022-09-03T22:00:00+00:00,FT,Atletico Paranaense,1,0,Fluminense
2022,838233,Regular Season - 25,2022-09-03T22:00:00+00:00,FT,RB Bragantino,2,2,Palmeiras
2022,838231,Regular Season - 25,2022-09-03T23:30:00+00:00,FT,America Mineiro,2,0,Coritiba
2022,838232,Regular Season - 25,2022-09-04T14:00:00+00:00,FT,Flamengo,1,1,Ceara
2022,838234,Regular Season - 25,2022-09-04T19:00:00+00:00,FT,Corinthians,2,2,Internacional
2022,838237,Regular Season - 25,2022-09-04T19:00:00+00:00,FT,Fortaleza EC,1,3,Botafogo
2022,838238,Regular Season - 25,2022-09-04T21:00:00+00:00,FT,Atletico Goianiense,0,2,Atletico-MG
2022,838239,Regular Season - 25,2022-09-04T22:00:00+00:00,FT,Cuiaba,1,1,Sao Paulo
2022,838235,Regular Season - 25,2022-09-05T23:00:00+00:00,FT,Santos,1,2,Goias
2022,838241,Regular Season - 26,2022-09-07T20:00:00+00:00,FT,Atletico-MG,1,1,RB Bragantino
2022,838246,Regular Season - 26,2022-09-10T19:30:00+00:00,FT,Internacional,1,0,Cuiaba
2022,838247,Regular Season - 26,2022-09-10T19:30:00+00:00,FT,Ceara,2,1,Santos
2022,838242,Regular Season - 26,2022-09-10T22:00:00+00:00,FT,Fluminense,2,1,Fortaleza EC
2022,838244,Regular Season - 26,2022-09-11T00:00:00+00:00,FT,Palmeiras,2,1,Juventude
2022,838245,Regular Season - 26,2022-09-11T14:00:00+00:00,FT,Botafogo,0,0,America Mineiro
2022,838249,Regular Season - 26,2022-09-11T14:00:00+00:00,FT,Avai,1,1,Atletico Paranaense
2022,838243,Regular Season - 26,2022-09-11T19:00:00+00:00,FT,Sao Paulo,1,1,Corinthians
2022,838250,Regular Season - 26,2022-09-11T19:00:00+00:00,FT,Coritiba,2,0,Atletico Goianiense
2022,838248,Regular Season - 26,2022-09-11T22:00:00+00:00,FT,Goias,1,1,Flamengo
2022,838259,Regular Season - 27,2022-09-17T19:30:00+00:00,FT,Avai,1,0,Atletico-MG
2022,838255,Regular Season - 27,2022-09-17T22:00:00+00:00,FT,Botafogo,2,0,Coritiba
2022,838253,Regular Season - 27,2022-09-18T14:00:00+00:00,FT,RB Bragantino,1,1,Goias
2022,838252,Regular Season - 27,2022-09-18T19:00:00+00:00,FT,Flamengo,1,2,Fluminense
2022,838257,Regular Season - 27,2022-09-18T19:00:00+00:00,FT,Ceara,0,2,Sao Paulo
2022,838251,Regular Season - 27,2022-09-18T21:00:00+00:00,FT,America Mineiro,1,0,Corinthians
2022,838256,Regular Season - 27,2022-09-18T21:00:00+00:00,FT,Juventude,1,1,Fortaleza EC
2022,838254,Regular Season - 27,2022-09-18T21:30:00+00:00,FT,Palmeiras,1,0,Santos
2022,838260,Regular Season - 27,2022-09-18T22:00:00+00:00,FT,Atletico Paranaense,2,2,Cuiaba
2022,838258,Regular Season - 27,2022-09-19T23:00:00+00:00,FT,Atletico Goianiense,1,2,Internacional
2022,838263,Regular Season - 28,2022-09-25T23:00:00+00:00,FT,Sao Paulo,4,0,Avai
2022,838265,Regular Season - 28,2022-09-28T00:00:00+00:00,FT,Santos,2,0,Atletico Paranaense
2022,838262,Regular Season - 28,2022-09-28T22:00:00+00:00,FT,Fluminense,4,0,Juventude
2022,838264,Regular Season - 28,2022-09-28T22:00:00+00:00,FT,Corinthians,2,1,Atletico Goianiense
2022,838270,Regular Season - 28,2022-09-28T22:00:00+00:00,FT,Coritiba,1,0,Ceara
2022,838267,Regular Season - 28,2022-09-28T22:00:00+00:00,FT,Fortaleza EC,3,2,Flamengo
2022,838269,Regular Season - 28,2022-09-29T00:00:00+00:00,FT,Cuiaba,2,1,America Mineiro
2022,838266,Regular Season - 28,2022-09-29T00:45:00+00:00,FT,Internacional,0,0,RB Bragantino
2022,838268,Regular Season - 28,2022-09-29T00:45:00+00:00,FT,Goias,0,1,Botafogo
2022,838261,Regular Season - 28,2022-09-29T00:45:00+00:00,FT,Atletico-MG,0,1,Palmeiras
2022,838276,Regular Season - 29,2022-10-01T18:00:00+00:00,FT,Internacional,1,0,Santos
2022,838277,Regular Season - 29,2022-10-01T18:00:00+00:00,FT,Ceara,1,2,America Mineiro
2022,838271,Regular Season - 29,2022-10-01T18:00:00+00:00,FT,Atletico-MG,2,0,Fluminense
2022,838272,Regular Season - 29,2022-10-01T22:00:00+00:00,FT,Flamengo,4,1,RB Bragantino
2022,838280,Regular Season - 29,2022-10-01T22:00:00+00:00,FT,Atletico Paranaense,2,0,Juventude
2022,838279,Regular Season - 29,2022-10-01T22:00:00+00:00,FT,Avai,1,2,Atletico Goianiense
2022,838278,Regular Season - 29,2022-10-01T22:00:00+00:00,FT,Goias,0,1,Fortaleza EC
2022,838274,Regular Season - 29,2022-10-02T00:00:00+00:00,FT,Corinthians,2,0,Cuiaba
2022,838275,Regular Season - 29,2022-10-03T23:00:00+00:00,FT,Botafogo,1,3,Palmeiras
2022,838286,Regular Season - 30,2022-10-05T00:30:00+00:00,FT,Juventude,2,2,Corinthians
2022,838287,Regular Season - 30,2022-10-05T22:00:00+00:00,FT,Ceara,1,1,Goias
2022,838288,Regular Season - 30,2022-10-05T22:00:00+00:00,FT,Atletico Goianiense,3,2,Fluminense
2022,838283,Regular Season - 30,2022-10-05T22:00:00+00:00,FT,RB Bragantino,2,1,Cuiaba
2022,838290,Regular Season - 30,2022-10-05T22:30:00+00:00,FT,Atletico Paranaense,1,1,Fortaleza EC
2022,838282,Regular Season - 30,2022-10-06T00:30:00+00:00,FT,Flamengo,0,0,Internacional
2022,838285,Regular Season - 30,2022-10-06T00:30:00+00:00,FT,Santos,1,2,Atletico-MG
2022,838284,Regular Season - 30,2022-10-06T22:00:00+00:00,FT,Palmeiras,4,0,Coritiba
2022,838281,Regular Season - 30,2022-10-06T23:00:00+00:00,FT,America Mineiro,1,2,Sao Paulo
2022,838289,Regular Season - 30,2022-10-06T23:00:00+00:00,FT,Avai,1,2,Botafogo
2022,838299,Regular Season - 31,2022-10-08T22:00:00+00:00,FT,Cuiaba,1,2,Flamengo
2022,838294,Regular Season - 31,2022-10-09T00:00:00+00:00,FT,Corinthians,2,1,Atletico Paranaense
2022,838296,Regular Season - 31,2022-10-09T14:00:00+00:00,FT,Internacional,4,2,Goias
2022,838293,Regular Season - 31,2022-10-09T19:00:00+00:00,FT,Sao Paulo,0,1,Botafogo
2022,838297,Regular Season - 31,2022-10-09T19:00:00+00:00,FT,Fortaleza EC,2,0,Avai
2022,838292,Regular Season - 31,2022-10-09T21:00:00+00:00,FT,Fluminense,0,2,America Mineiro
2022,838300,Regular Season - 31,2022-10-09T21:00:00+00:00,FT,Coritiba,2,1,RB Bragantino
2022,838291,Regular Season - 31,2022-10-09T21:00:00+00:00,FT,Atletico-MG,0,0,Ceara
2022,838298,Regular Season - 31,2022-10-10T21:30:00+00:00,FT,Atletico Goianiense,1,1,Palmeiras
2022,838295,Regular Season - 31,2022-10-10T23:00:00+00:00,FT,Santos,4,1,Juventude
2022,838301,Regular Season - 32,2022-10-15T23:30:00+00:00,FT,America Mineiro,1,2,Fortaleza EC
2022,838302,Regular Season - 32,2022-10-15T23:30:00+00:00,FT,Flamengo,1,0,Atletico-MG
2022,838304,Regular Season - 32,2022-10-16T19:00:00+00:00,FT,Palmeiras,0,0,Sao Paulo
2022,838307,Regular Season - 32,2022-10-16T19:00:00+00:00,FT,Ceara,1,1,Cuiaba
2022,838305,Regular Season - 32,2022-10-16T21:00:00+00:00,FT,Botafogo,0,1,Internacional
2022,838306,Regular Season - 32,2022-10-16T21:00:00+00:00,FT,Juventude,1,1,Atletico Goianiense
2022,838310,Regular Season - 32,2022-10-16T22:00:00+00:00,FT,Atletico Paranaense,1,0,Coritiba
2022,838309,Regular Season - 32,2022-10-16T22:00:00+00:00,FT,Avai,0,3,Fluminense
2022,838303,Regular Season - 32,2022-10-17T23:00:00+00:00,FT,RB Bragantino,0,2,Santos
2022,838273,Regular Season - 29,2022-10-20T23:00:00+00:00,FT,Sao Paulo,3,1,Coritiba
2022,838313,Regular Season - 33,2022-10-22T19:30:00+00:00,FT,RB Bragantino,4,2,Atletico Paranaense
2022,838311,Regular Season - 33,2022-10-22T22:00:00+00:00,FT,America Mineiro,1,2,Flamengo
2022,838315,Regular Season - 33,2022-10-22T22:00:00+00:00,FT,Santos,0,1,Corinthians
2022,838314,Regular Season - 33,2022-10-23T00:00:00+00:00,FT,Palmeiras,3,0,Avai
2022,838312,Regular Season - 33,2022-10-23T19:00:00+00:00,FT,Fluminense,2,2,Botafogo
2022,838316,Regular Season - 33,2022-10-23T19:00:00+00:00,FT,Juventude,1,2,Sao Paulo
2022,838318,Regular Season - 33,2022-10-23T21:00:00+00:00,FT,Atletico Goianiense,1,0,Ceara
2022,838320,Regular Season - 33,2022-10-23T21:00:00+00:00,FT,Coritiba,1,1,Internacional
2022,838319,Regular Season - 33,2022-10-23T21:00:00+00:00,FT,Cuiaba,1,2,Goias
2022,838317,Regular Season - 33,2022-10-24T23:00:00+00:00,FT,Fortaleza EC,0,0,Atletico-MG
2022,838322,Regular Season - 34,2022-10-26T00:45:00+00:00,FT,Flamengo,3,2,Santos
2022,838330,Regular Season - 34,2022-10-26T00:45:00+00:00,FT,Atletico Paranaense,1,3,Palmeiras
2022,838325,Regular Season - 34,2022-10-26T22:30:00+00:00,FT,Botafogo,2,1,RB Bragantino
2022,838326,Regular Season - 34,2022-10-27T00:45:00+00:00,FT,Internacional,2,1,Ceara
2022,838324,Regular Season - 34,2022-10-27T00:45:00+00:00,FT,Corinthians,0,2,Fluminense
2022,838328,Regular Season - 34,2022-10-27T00:45:00+00:00,FT,Goias,2,2,America Mineiro
2022,838323,Regular Season - 34,2022-10-27T22:00:00+00:00,FT,Sao Paulo,2,1,Atletico Goianiense
2022,838327,Regular Season - 34,2022-10-27T22:00:00+00:00,FT,Fortaleza EC,3,1,Coritiba
2022,838321,Regular Season - 34,2022-10-27T22:30:00+00:00,FT,Atletico-MG,1,0,Juventude
2022,838329,Regular Season - 34,2022-10-27T23:00:00+00:00,FT,Cuiaba,1,0,Avai
2022,838308,Regular Season - 32,2022-10-29T23:30:00+00:00,FT,Goias,0,0,Corinthians
2022,838335,Regular Season - 35,2022-10-31T22:00:00+00:00,FT,Botafogo,0,2,Cuiaba
2022,838337,Regular Season - 35,2022-10-31T23:00:00+00:00,FT,Ceara,0,1,Fluminense
2022,838338,Regular Season - 35,2022-11-01T22:00:00+00:00,FT,Atletico Goianiense,2,3,Santos
2022,838339,Regular Season - 35,2022-11-01T22:00:00+00:00,FT,Avai,1,2,RB Bragantino
2022,838336,Regular Season - 35,2022-11-01T22:00:00+00:00,FT,Juventude,0,1,Coritiba
2022,838333,Regular Season - 35,2022-11-02T00:30:00+00:00,FT,Sao Paulo,2,2,Atletico-MG
2022,838331,Regular Season - 35,2022-11-02T19:00:00+00:00,FT,America Mineiro,1,0,Internacional
2022,838340,Regular Season - 35,2022-11-02T19:00:00+00:00,FT,Atletico Paranaense,3,2,Goias
2022,838334,Regular Season - 35,2022-11-03T00:30:00+00:00,FT,Palmeiras,4,0,Fortaleza EC
2022,838332,Regular Season - 35,2022-11-03T00:30:00+00:00,FT,Flamengo,1,2,Corinthians
2022,838348,Regular Season - 36,2022-11-04T22:00:00+00:00,FT,Goias,1,0,Juventude
2022,838343,Regular Season - 36,2022-11-04T22:00:00+00:00,FT,RB Bragantino,1,4,America Mineiro
2022,838342,Regular Season - 36,2022-11-05T19:30:00+00:00,FT,Fluminense,3,1,Sao Paulo
2022,838345,Regular Season - 36,2022-11-05T19:30:00+00:00,FT,Santos,1,1,Avai
2022,838344,Regular Season - 36,2022-11-05T23:30:00+00:00,FT,Corinthians,1,0,Ceara
2022,838346,Regular Season - 36,2022-11-06T00:00:00+00:00,FT,Internacional,2,0,Atletico Paranaense
2022,838350,Regular Season - 36,2022-11-06T19:00:00+00:00,FT,Coritiba,1,0,Flamengo
2022,838347,Regular Season - 36,2022-11-06T19:00:00+00:00,FT,Fortaleza EC,1,1,Atletico Goianiense
2022,838349,Regular Season - 36,2022-11-06T21:30:00+00:00,FT,Cuiaba,1,1,Palmeiras
2022,838341,Regular Season - 36,2022-11-07T23:00:00+00:00,FT,Atletico-MG,0,2,Botafogo
2022,838352,Regular Season - 37,2022-11-08T22:00:00+00:00,FT,Fluminense,3,0,Goias
2022,838359,Regular Season - 37,2022-11-08T22:00:00+00:00,FT,Avai,2,0,Ceara
2022,838360,Regular Season - 37,2022-11-08T22:00:00+00:00,FT,Coritiba,2,2,Corinthians
2022,838353,Regular Season - 37,2022-11-09T00:30:00+00:00,FT,Sao Paulo,0,1,Internacional
2022,838357,Regular Season - 37,2022-11-09T23:30:00+00:00,FT,Fortaleza EC,6,0,RB Bragantino
2022,838354,Regular Season - 37,2022-11-10T00:30:00+00:00,FT,Palmeiras,2,1,America Mineiro
2022,838358,Regular Season - 37,2022-11-10T00:30:00+00:00,FT,Atletico Goianiense,1,1,Atletico Paranaense
2022,838356,Regular Season - 37,2022-11-10T00:30:00+00:00,FT,Juventude,2,2,Flamengo
2022,838355,Regular Season - 37,2022-11-10T23:00:00+00:00,FT,Botafogo,3,0,Santos
2022,838351,Regular Season - 37,2022-11-10T23:00:00+00:00,FT,Atletico-MG,3,0,Cuiaba
2022,838362,Regular Season - 38,2022-11-12T19:00:00+00:00,FT,Flamengo,1,2,Avai
2022,838366,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,Internacional,3,0,Palmeiras
2022,838361,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,America Mineiro,1,1,Atletico Goianiense
2022,838365,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,Santos,0,2,Fortaleza EC
2022,838367,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,Ceara,4,1,Juventude
2022,838364,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,Corinthians,0,1,Atletico-MG
2022,838370,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,Atletico Paranaense,3,0,Botafogo
2022,838368,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,Goias,0,4,Sao Paulo
2022,838363,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,RB Bragantino,0,1,Fluminense
2022,838369,Regular Season - 38,2022-11-13T19:00:00+00:00,FT,Cuiaba,2,1,Coritiba
2023,1005651,Regular Season - 1,2023-04-15T19:00:00+00:00,FT,Palmeiras,2,1,Cuiaba
2023,1005658,Regular Season - 1,2023-04-15T19:00:00+00:00,FT,America Mineiro,0,3,Fluminense
2023,1005650,Regular Season - 1,2023-04-15T21:30:00+00:00,FT,Botafogo,2,1,Sao Paulo
2023,1005656,Regular Season - 1,2023-04-15T21:30:00+00:00,FT,Atletico Paranaense,2,0,Goias
2023,1005657,Regular Season - 1,2023-04-15T21:30:00+00:00,FT,Fortaleza EC,1,1,Internacional
2023,1005653,Regular Season - 1,2023-04-15T21:30:00+00:00,FT,RB Bragantino,2,1,Bahia
2023,1005654,Regular Season - 1,2023-04-16T00:00:00+00:00,FT,Atletico-MG,1,2,Vasco DA Gama
2023,1005649,Regular Season - 1,2023-04-16T19:00:00+00:00,FT,Flamengo,3,0,Coritiba
2023,1005652,Regular Season - 1,2023-04-16T19:00:00+00:00,FT,Corinthians,2,1,Cruzeiro
2023,1005655,Regular Season - 1,2023-04-16T21:30:00+00:00,FT,Gremio,1,0,Santos
2023,1005659,Regular Season - 2,2023-04-22T19:00:00+00:00,FT,Fluminense,2,0,Atletico Paranaense
2023,1005661,Regular Season - 2,2023-04-22T21:30:00+00:00,FT,Sao Paulo,3,0,America Mineiro
2023,1005668,Regular Season - 2,2023-04-22T21:30:00+00:00,FT,Cuiaba,1,1,RB Bragantino
2023,1005664,Regular Season - 2,2023-04-23T00:00:00+00:00,FT,Cruzeiro,1,0,Gremio
2023,1005665,Regular Season - 2,2023-04-23T14:00:00+00:00,FT,Internacional,2,1,Flamengo
2023,1005662,Regular Season - 2,2023-04-23T19:00:00+00:00,FT,Santos,0,0,Atletico-MG
2023,1005660,Regular Season - 2,2023-04-23T19:00:00+00:00,FT,Vasco DA Gama,2,2,Palmeiras
2023,1005666,Regular Season - 2,2023-04-23T21:30:00+00:00,FT,Coritiba,0,3,Fortaleza EC
2023,1005663,Regular Season - 2,2023-04-23T22:00:00+00:00,FT,Goias,3,1,Corinthians
2023,1005667,Regular Season - 2,2023-04-24T23:00:00+00:00,FT,Bahia,1,2,Botafogo
2023,1005676,Regular Season - 3,2023-04-29T19:30:00+00:00,FT,Coritiba,1,1,Sao Paulo
2023,1005677,Regular Season - 3,2023-04-29T19:30:00+00:00,FT,Fortaleza EC,4,2,Fluminense
2023,1005671,Regular Season - 3,2023-04-29T21:30:00+00:00,FT,Palmeiras,2,1,Corinthians
2023,1005672,Regular Season - 3,2023-04-29T21:30:00+00:00,FT,Santos,3,2,America Mineiro
2023,1005673,Regular Season - 3,2023-04-29T21:30:00+00:00,FT,RB Bragantino,0,3,Cruzeiro
2023,1005674,Regular Season - 3,2023-04-30T00:00:00+00:00,FT,Atletico-MG,2,1,Atletico Paranaense
2023,1005669,Regular Season - 3,2023-04-30T19:00:00+00:00,FT,Flamengo,2,3,Botafogo
2023,1005675,Regular Season - 3,2023-04-30T21:30:00+00:00,FT,Internacional,1,0,Goias
2023,1005678,Regular Season - 3,2023-04-30T21:30:00+00:00,FT,Cuiaba,1,2,Gremio
2023,1005670,Regular Season - 3,2023-05-01T23:00:00+00:00,FT,Vasco DA Gama,0,1,Bahia
2023,1005684,Regular Season - 4,2023-05-06T19:00:00+00:00,FT,Cruzeiro,2,1,Santos
2023,1005679,Regular Season - 4,2023-05-07T00:00:00+00:00,FT,Fluminense,1,1,Vasco DA Gama
2023,1005688,Regular Season - 4,2023-05-07T14:00:00+00:00,FT,America Mineiro,1,2,Cuiaba
2023,1005687,Regular Season - 4,2023-05-07T19:00:00+00:00,FT,Bahia,3,1,Coritiba
2023,1005681,Regular Season - 4,2023-05-07T19:00:00+00:00,FT,Sao Paulo,2,0,Internacional
2023,1005686,Regular Season - 4,2023-05-07T19:00:00+00:00,FT,Atletico Paranaense,2,1,Flamengo
2023,1005680,Regular Season - 4,2023-05-07T21:30:00+00:00,FT,Botafogo,2,0,Atletico-MG
2023,1005685,Regular Season - 4,2023-05-07T21:30:00+00:00,FT,Gremio,3,3,RB Bragantino
2023,1005683,Regular Season - 4,2023-05-07T21:30:00+00:00,FT,Goias,0,5,Palmeiras
2023,1005682,Regular Season - 4,2023-05-08T23:00:00+00:00,FT,Corinthians,1,1,Fortaleza EC
2023,1005695,Regular Season - 5,2023-05-10T22:00:00+00:00,FT,Internacional,0,2,Atletico Paranaense
2023,1005692,Regular Season - 5,2023-05-10T22:00:00+00:00,FT,Santos,3,0,Bahia
2023,1005693,Regular Season - 5,2023-05-10T22:00:00+00:00,FT,RB Bragantino,2,2,America Mineiro
2023,1005689,Regular Season - 5,2023-05-10T23:00:00+00:00,FT,Flamengo,2,0,Goias
2023,1005698,Regular Season - 5,2023-05-10T23:00:00+00:00,FT,Cuiaba,0,4,Atletico-MG
2023,1005691,Regular Season - 5,2023-05-11T00:30:00+00:00,FT,Palmeiras,4,1,Gremio
2023,1005694,Regular Season - 5,2023-05-11T00:30:00+00:00,FT,Cruzeiro,0,2,Fluminense
2023,1005696,Regular Season - 5,2023-05-11T22:00:00+00:00,FT,Coritiba,1,1,Vasco DA Gama
2023,1005690,Regular Season - 5,2023-05-11T22:30:00+00:00,FT,Botafogo,3,0,Corinthians
2023,1005697,Regular Season - 5,2023-05-11T23:00:00+00:00,FT,Fortaleza EC,0,0,Sao Paulo
2023,1005707,Regular Season - 6,2023-05-13T19:00:00+00:00,FT,Bahia,2,3,Flamengo
2023,1005701,Regular Season - 6,2023-05-13T21:30:00+00:00,FT,Palmeiras,1,1,RB Bragantino
2023,1005699,Regular Season - 6,2023-05-13T21:30:00+00:00,FT,Fluminense,2,0,Cuiaba
2023,1005704,Regular Season - 6,2023-05-14T00:00:00+00:00,FT,Atletico-MG,2,0,Internacional
2023,1005705,Regular Season - 6,2023-05-14T19:00:00+00:00,FT,Gremio,0,0,Fortaleza EC
2023,1005702,Regular Season - 6,2023-05-14T19:00:00+00:00,FT,Corinthians,1,1,Sao Paulo
2023,1005700,Regular Season - 6,2023-05-14T19:00:00+00:00,FT,Vasco DA Gama,0,1,Santos
2023,1005708,Regular Season - 6,2023-05-14T21:30:00+00:00,FT,America Mineiro,0,4,Cruzeiro
2023,1005706,Regular Season - 6,2023-05-14T21:30:00+00:00,FT,Atletico Paranaense,3,2,Coritiba
2023,1005703,Regular Season - 6,2023-05-14T21:30:00+00:00,FT,Goias,2,1,Botafogo
2023,1005717,Regular Season - 7,2023-05-20T19:00:00+00:00,FT,Bahia,1,1,Goias
2023,1005710,Regular Season - 7,2023-05-20T21:30:00+00:00,FT,Botafogo,1,0,Fluminense
2023,1005718,Regular Season - 7,2023-05-20T21:30:00+00:00,FT,America Mineiro,2,1,Fortaleza EC
2023,1005711,Regular Season - 7,2023-05-20T21:30:00+00:00,FT,Sao Paulo,4,2,Vasco DA Gama
2023,1005716,Regular Season - 7,2023-05-20T21:30:00+00:00,FT,Coritiba,1,2,Atletico-MG
2023,1005713,Regular Season - 7,2023-05-20T21:30:00+00:00,FT,RB Bragantino,2,0,Atletico Paranaense
2023,1005712,Regular Season - 7,2023-05-21T00:00:00+00:00,FT,Santos,0,0,Palmeiras
2023,1005709,Regular Season - 7,2023-05-21T19:00:00+00:00,FT,Flamengo,1,0,Corinthians
2023,1005715,Regular Season - 7,2023-05-21T21:30:00+00:00,FT,Gremio,3,1,Internacional
2023,1005714,Regular Season - 7,2023-05-22T23:00:00+00:00,FT,Cruzeiro,0,1,Cuiaba
2023,1005726,Regular Season - 8,2023-05-27T19:00:00+00:00,FT,Atletico Paranaense,1,2,Gremio
2023,1005727,Regular Season - 8,2023-05-27T19:00:00+00:00,FT,Fortaleza EC,2,0,Vasco DA Gama
2023,1005719,Regular Season - 8,2023-05-27T21:30:00+00:00,FT,Flamengo,1,1,Cruzeiro
2023,1005728,Regular Season - 8,2023-05-27T21:30:00+00:00,FT,Cuiaba,1,1,Coritiba
2023,1005721,Regular Season - 8,2023-05-28T00:00:00+00:00,FT,Sao Paulo,2,1,Goias
2023,1005725,Regular Season - 8,2023-05-28T19:00:00+00:00,FT,Internacional,2,0,Bahia
2023,1005722,Regular Season - 8,2023-05-28T19:00:00+00:00,FT,Corinthians,2,0,Fluminense
2023,1005723,Regular Season - 8,2023-05-28T21:30:00+00:00,FT,RB Bragantino,2,0,Santos
